Number,Water Depth,Latitude,Longitude,Region,Abundance,Species,Genus,Total
1030,104,72.628,-158.726,Beaufort,0.266666667,0.2,0.2,90
803,61.6,76.77,116.05,Laptev,0.28125,0.2,0.25,192
329,17.2,70.98,-150.72,Beaufort,0.301369863,0.2,0.25,146
196,2,69.36,-136.08,Beaufort,0.327868852,0.2,0.2,61
792,33,75.95,132.1,Laptev,0.38961039,0.2,0.222222222,77
228,2,70.44,-148.73,Beaufort,0.392857143,0.2,0.2,56
191,8,70.26,-130.08,Beaufort,0.450413223,0.2,0.2,242
332,13,70.54,-148.16,Beaufort,0.516666667,0.2,0.25,60
935,52,69.73417,-173.78917,Chukchi,0.526315789,0.2,0.222222222,57
182,20,69.71,-136.13,Beaufort,0.620967742,0.2,0.2,124
1428,33.4,68.30111667,-166.9147167,Chukchi,0.163461538,0.210526316,0.222222222,208
1562,52,69.93933,-139.38633,Beaufort,0.183520599,0.210526316,0.307692308,267
371,18,70.62,-148.127,Beaufort,0.21192053,0.210526316,0.3,151
1492,48,68.1357,-167.4915,Chukchi,0.237288136,0.210526316,0.285714286,177
1496,45,71.83,-165.97,Chukchi,0.01980198,0.214285714,0.214285714,202
1097,51,71.20665,-168.3112667,Chukchi,0.024242424,0.214285714,0.230769231,165
154,31,70.35,-146.57,Beaufort,0.034188034,0.214285714,0.3,117
335,13,70.61,-150.41,Beaufort,0.080586081,0.214285714,0.25,273
995,130,73.10633333,-162.9406667,Chukchi,0.09,0.214285714,0.272727273,100
1440,87,71.50155,-157.6760667,Beaufort,0.105882353,0.214285714,0.272727273,85
1525,64,71.6262,-157.9005,Beaufort,0.114285714,0.214285714,0.230769231,140
1335,30,65.58,-37.18,Greenland,0.117346939,0.214285714,0.272727273,196
1184,40.5,72.16226667,-163.5887833,Chukchi,0.12195122,0.214285714,0.25,82
1204,45,72.15353333,-159.9300833,Beaufort,0.155294118,0.214285714,0.230769231,425
379,24,70.663,-148.297,Beaufort,0.166666667,0.214285714,0.3,72
1236,47,71.2504,-157.1693,Beaufort,0.175925926,0.214285714,0.272727273,108
1246,60,71.92858333,-158.3279333,Beaufort,0.202279202,0.214285714,0.214285714,351
330,21,70.99,-150.82,Beaufort,0.204545455,0.214285714,0.230769231,88
1384,50,68.12716667,-167.4953333,Chukchi,0.256880734,0.214285714,0.272727273,218
1230,46,71.453,-162.6107,Chukchi,0.310204082,0.214285714,0.230769231,245
1516,56,71.2888,-157.2213,Beaufort,0.402173913,0.214285714,0.25,184
676,50,69.99,18.65,Barents,0.435185185,0.214285714,0.230769231,216
1543,44,68.244,-167.122,Chukchi,0.297153025,0.217391304,0.294117647,562
1205,47.1,72.10986667,-165.4368,Chukchi,0.022556391,0.222222222,0.222222222,133
1529,42,69.6832,-166.0928,Chukchi,0.028037383,0.222222222,0.25,107
813,41,73.77,79.99,Kara,0.028846154,0.222222222,0.25,104
107,22,69.75,-136.65,Beaufort,0.087591241,0.222222222,0.142857143,137
1096,45,70.69721667,-165.4406167,Chukchi,0.099009901,0.222222222,0.222222222,101
75,223,75.83,71.6,Kara,0.109090909,0.222222222,0.25,55
1527,50,70.0578,-167.6565,Chukchi,0.143939394,0.222222222,0.266666667,132
1427,44,68.242,-167.1193333,Chukchi,0.223255814,0.222222222,0.266666667,215
1383,48,68.18483333,-167.3076667,Chukchi,0.245989305,0.222222222,0.25,187
1537,45,64.681,-169.1,Chukchi,0.25,0.222222222,0.285714286,68
227,1.8,70.43,-148.67,Beaufort,0.267368421,0.222222222,0.222222222,475
1219,51.9,71.37443333,-159.4772167,Beaufort,0.274193548,0.222222222,0.285714286,62
105,66,70.08,-137.55,Beaufort,0.313829787,0.222222222,0.333333333,564
661,9,69.65,18,Barents,0.329787234,0.222222222,0.2,282
103,66,70,-137.33,Beaufort,0.053030303,0.227272727,0.307692308,264
888,25,73.8425,73.8425,Kara,0.027522936,0.230769231,0.272727273,218
1559,56.4,71.0285,-147.976,Beaufort,0.051502146,0.230769231,0.25,233
308,27,70.858,-149.853,Beaufort,0.063291139,0.230769231,0.333333333,79
989,45,68.55966667,-167.3605,Chukchi,0.085714286,0.230769231,0.230769231,175
234,14,70.642,-150.5,Beaufort,0.096153846,0.230769231,0.25,104
907,19,75.46067,116.04817,Laptev,0.126984127,0.230769231,0.230769231,126
1429,31,69.59111111,-164.7913889,Chukchi,0.137931034,0.230769231,0.3,58
1206,46.2,72.11118333,-165.4375833,Chukchi,0.198019802,0.230769231,0.25,202
1382,43,68.24166667,-167.122,Chukchi,0.308673469,0.230769231,0.3,392
1208,58.2,71.29355,-157.2376333,Beaufort,0.406091371,0.230769231,0.3,197
1055,15.9,69.553,169.92117,Siberian,0.015918195,0.235294118,0.266666667,9486
1565,42.9,70.37116,-143.78566,Beaufort,0.176211454,0.235294118,0.285714286,227
648,51,78.26166667,109.245,Laptev,0.226666667,0.235294118,0.363636364,75
1212,109.6,71.45453333,-157.6016167,Beaufort,0.253731343,0.235294118,0.266666667,134
200,67,70.4,-136.6,Beaufort,0.347457627,0.235294118,0.363636364,118
1412,50,68.1298,-167.4932,Chukchi,0.353982301,0.235294118,0.266666667,339
3,146,63.18,-67.83,Baffin,0.590361446,0.235294118,0.333333333,83
1490,44,68.2462,-167.1255,Chukchi,0.216783217,0.238095238,0.3125,286
1519,131,71.4095,-157.4497,Beaufort,0.218461538,0.238095238,0.294117647,325
364,16.5,69.754,-141.444,Beaufort,0.221698113,0.238095238,0.333333333,212
1410,43,68.2448,-167.117,Chukchi,0.363636364,0.238095238,0.3125,242
22,31,76.55,-68.9,Baffin,0.455958549,0.238095238,0.357142857,193
284,36,63.61,-91.35,Baffin,0.363157895,0.24,0.277777778,190
283,76,63.61,-91.32,Baffin,0.380952381,0.24137931,0.277777778,231
1013,52,77.07,16.33,Barents,0.001292546,0.25,0.428571429,2321
375,18,64.08,-165.48,Chukchi,0.001828154,0.25,0.25,547
238,7,69.77,-132.7,Beaufort,0.003333333,0.25,0.25,300
365,4,69.656,-141.281,Beaufort,0.022328549,0.25,0.25,627
149,24,69,-164.1,Chukchi,0.033333333,0.25,0.285714286,60
1201,37,71.90815,-160.9229,Chukchi,0.038461538,0.25,0.285714286,52
719,37,59.405,-168.748,Chukchi,0.055555556,0.25,0.25,90
1203,44.3,72.1559,-159.9526667,Beaufort,0.060773481,0.25,0.272727273,181
864,38,73.5,79.86,Kara,0.105263158,0.25,0.25,76
857,55,75.84,81.01,Kara,0.120481928,0.25,0.3,83
318,5,70.29,-147.03,Beaufort,0.120987654,0.25,0.266666667,405
99,37,70.13,-134.9,Beaufort,0.121212121,0.25,0.333333333,99
1090,44.25,71.01676667,-164.2355167,Chukchi,0.125,0.25,0.272727273,56
828,31,74.25,75.61,Kara,0.12962963,0.25,0.285714286,54
1567,22.4,70.679,-148.90783,Beaufort,0.1375,0.25,0.363636364,320
90,33,69.18,-137.95,Beaufort,0.144329897,0.25,0.3,97
1053,15.2,69.34833,170.15617,Siberian,0.147129764,0.25,0.25,8292
374,20,64.15,-165.39,Chukchi,0.151515152,0.25,0.25,66
1217,53.5,71.60501667,-159.36355,Beaufort,0.159574468,0.25,0.272727273,94
9,26,66.12,-83.7,Baffin,0.161290323,0.25,0.3,62
1563,57.5,69.96716,-139.29983,Beaufort,0.170731707,0.25,0.352941176,451
1564,35.9,70.29233,-143.931,Beaufort,0.175,0.25,0.307692308,120
314,2.5,70.16,-146.09,Beaufort,0.176767677,0.25,0.272727273,396
1276,349,76.409,173.8808,Siberian,0.17721519,0.25,0.333333333,79
317,5.5,70.13,-147.03,Beaufort,0.186567164,0.25,0.285714286,134
313,14.1,70.519,-148.173,Beaufort,0.187969925,0.25,0.333333333,1330
232,4,70.203,-146.5,Beaufort,0.207986689,0.25,0.266666667,601
668,33,69.67,18.03,Barents,0.208860759,0.25,0.222222222,316
1569,38.4,70.94516,-148.77583,Beaufort,0.210526316,0.25,0.333333333,57
1471,55,71.32633333,-159.4046667,Beaufort,0.230769231,0.25,0.25,65
214,4,70.46,-148.77,Beaufort,0.233082707,0.25,0.25,133
1515,45,71.2468,-157.135,Beaufort,0.239361702,0.25,0.285714286,188
333,3.2,70.7,-152.33,Beaufort,0.295043273,0.25,0.25,1271
1561,43.3,69.898,-139.49233,Beaufort,0.302173913,0.25,0.307692308,460
195,3,69.29,-137.08,Beaufort,0.360655738,0.25,0.25,61
5,26,66.22,-83.58,Baffin,0.362831858,0.25,0.3,339
1274,501,76.3203,175.8802,Siberian,0.409090909,0.25,0.25,110
991,87,71.443,-152.4558333,Beaufort,0.465517241,0.25,0.272727273,58
401,55,54.35,-57.5,Baffin,0.487234043,0.25,0.277777778,470
672,10,69.68,18.67,Barents,0.489795918,0.25,0.272727273,245
11,50,66.12,-83.7,Baffin,0.504424779,0.25,0.294117647,452
791,34,75.97,132.15,Laptev,0.627118644,0.25,0.25,59
1273,733,76.36782,176.43265,Siberian,0.694915254,0.25,0.25,59
47,136,68.78,13.05,Greenland,0.817582418,0.25,0.333333333,455
48,190,70.48,17.45,Barents,0.847031963,0.25,0.333333333,438
499,562,75.61566667,14.13,Greenland,0.85483871,0.25,0.285714286,372
43,188.5,67.6,10.55,Greenland,0.969465649,0.25,0.2,131
1573,35,68.30633,-166.916,Chukchi,0.121794872,0.263157895,0.384615385,156
1409,35,68.2988,-166.9395,Chukchi,0.167910448,0.263157895,0.294117647,268
1446,46,71.2487,-157.1633167,Beaufort,0.168421053,0.263157895,0.333333333,190
1330,90,57.94,-6.24,Greenland,0.192864031,0.263157895,0.357142857,1037
1425,48,68.12766667,-167.4943333,Chukchi,0.27520436,0.263157895,0.333333333,367
1491,47,68.1902,-167.3027,Chukchi,0.336538462,0.263157895,0.294117647,208
1544,48,68.186,-167.309,Chukchi,0.383693046,0.263157895,0.333333333,417
216,11,70.573,-149.447,Beaufort,0.054726368,0.266666667,0.266666667,402
1526,43,70.2598,-168.5445,Chukchi,0.101449275,0.266666667,0.333333333,138
1556,22.3,70.6915,-148.44333,Beaufort,0.105691057,0.266666667,0.4,123
1227,41,71.99129484,-163.3833773,Chukchi,0.158536585,0.266666667,0.307692308,164
192,20,70.5,-130.18,Beaufort,0.180232558,0.266666667,0.272727273,172
1211,124,71.41805,-157.49865,Beaufort,0.217821782,0.266666667,0.333333333,101
1031,645,71.93123,-154.868722,Beaufort,0.283018868,0.266666667,0.333333333,53
674,14,69.98,18.67,Barents,0.292072323,0.266666667,0.307692308,719
15,25,64.2,-76.5,Baffin,0.380136986,0.266666667,0.368421053,292
666,88,69.7,18.08,Barents,0.345588235,0.269230769,0.3,272
1418,38,64.40722,-166.2263889,Chukchi,0.063063063,0.272727273,0.272727273,111
389,19,70.95229,-158.28459,Beaufort,0.080882353,0.272727273,0.272727273,136
102,18,70.37,-130.52,Beaufort,0.084507042,0.272727273,0.285714286,71
1218,53.4,71.60803333,-159.3720333,Beaufort,0.111111111,0.272727273,0.3,162
97,47,70.14,-137.26,Beaufort,0.12987013,0.272727273,0.3,77
1245,60,71.92858333,-158.3279333,Beaufort,0.18404908,0.272727273,0.272727273,163
1175,38.7,71.63031667,-164.8141167,Chukchi,0.195402299,0.272727273,0.272727273,87
794,66,77.6,132.27,Laptev,0.287179487,0.272727273,0.3,195
1363,43,68.24206667,-167.1218333,Chukchi,0.366742597,0.272727273,0.277777778,439
1333,15,76.22,62.67,Kara,0.433968254,0.272727273,0.285714286,3150
8,26,66.12,-83.7,Baffin,0.471032746,0.272727273,0.3125,397
323,7.1,70.36,-147.5,Beaufort,0.163002274,0.275862069,0.368421053,1319
27,200,75.33,-19,Greenland,0.201520913,0.275862069,0.444444444,263
336,21,70.71,-149.27,Beaufort,0.145833333,0.277777778,0.384615385,144
677,119,69.98,18.6,Barents,0.174757282,0.277777778,0.333333333,309
368,23.5,70.056,-142.488,Beaufort,0.217741935,0.277777778,0.384615385,124
664,16,69.7,18.1,Barents,0.389312977,0.277777778,0.333333333,262
166,118,71.2,-148.6,Beaufort,0.433962264,0.277777778,0.307692308,53
240,14,63.68,-161.22,Chukchi,0.078431373,0.285714286,0.285714286,51
1530,35,69.4962,-165.3785,Chukchi,0.136,0.285714286,0.363636364,125
1121,48,69.8852,-167.73729,Chukchi,0.198675497,0.285714286,0.352941176,151
675,36,69.99,18.65,Barents,0.217142857,0.285714286,0.333333333,350
904,20,74.73767,117.98783,Laptev,0.22,0.285714286,0.333333333,50
1052,15,69.175,169.88117,Siberian,0.229965157,0.285714286,0.25,287
1542,35,68.299,-166.94,Chukchi,0.242666667,0.285714286,0.368421053,750
1253,46,72.44606667,-160.3786167,Chukchi,0.288888889,0.285714286,0.285714286,90
28,97.5,74.08,-20.74,Greenland,0.322834646,0.285714286,0.333333333,127
1528,47,69.879,-166.8215,Chukchi,0.357142857,0.285714286,0.285714286,56
1231,48,71.2982,-161.6887,Chukchi,0.357541899,0.285714286,0.333333333,179
282,82,63.62,-91.33,Baffin,0.359550562,0.285714286,0.294117647,89
400,137,54.38,-56.93,Baffin,0.386117137,0.285714286,0.333333333,461
1538,38,64.672,-168.236,Chukchi,0.439393939,0.285714286,0.4,66
194,14,69.79,-129.74,Beaufort,0.454545455,0.285714286,0.25,77
1445,57,71.28715,-157.2557833,Beaufort,0.493506494,0.285714286,0.4,77
315,3,70.19,-146.38,Beaufort,0.5,0.285714286,0.333333333,468
49,120,67.15,12.17,Greenland,0.894192913,0.285714286,0.25,2032
286,74,63.42,-90.75,Baffin,0.340175953,0.290322581,0.277777778,682
235,18,70.708,-150.5,Beaufort,0.083333333,0.294117647,0.333333333,72
659,2,69.65,18,Barents,0.29143898,0.294117647,0.230769231,549
76,52.4,66.2,-168.2166667,Chukchi,0.366197183,0.294117647,0.357142857,142
18,101,63.42,-68.32,Baffin,0.465671642,0.294117647,0.454545455,335
1044,13,69.888,169.67383,Siberian,0.005900919,0.3,0.333333333,7287
109,43,69.92,-137.1,Beaufort,0.034653465,0.3,0.333333333,202
199,14,69.97,-134.74,Beaufort,0.038961039,0.3,0.285714286,308
1122,37,69.0397,-166.5935,Chukchi,0.073068894,0.3,0.375,479
1178,52.6,72.51886667,-164.7521167,Chukchi,0.141304348,0.3,0.3,92
1173,41,71.2605,-157.0615,Beaufort,0.185185185,0.3,0.3,54
209,19,70.99,-150.533,Beaufort,0.251908397,0.3,0.333333333,131
660,12,69.65,18,Barents,0.289527721,0.3,0.285714286,487
670,47,69.63,17.92,Barents,0.301204819,0.3,0.333333333,83
292,38,63.46,-90.92,Baffin,0.333333333,0.3,0.368421053,96
380,105,63.02,-77.87,Baffin,0.450563204,0.3,0.333333333,799
465,28,75.54,19.19,Barents,0.650793651,0.3,0.333333333,189
46,184,69.82,17.63,Barents,0.68125,0.304347826,0.294117647,320
293,56,63.51,-90.95,Baffin,0.415343915,0.305555556,0.333333333,1134
1181,45.5,72.30488333,-164.2716833,Chukchi,0.02006689,0.307692308,0.363636364,299
198,78,70.84,-133.89,Beaufort,0.115384615,0.307692308,0.333333333,130
369,18.5,70.031,-142.536,Beaufort,0.142857143,0.307692308,0.3,56
68,32,76.43,129.88,Laptev,0.172413793,0.307692308,0.363636364,58
50,42,75.79,129.87,Laptev,0.178571429,0.307692308,0.4,56
359,18,70.62,-148.146,Beaufort,0.188235294,0.307692308,0.5,85
1239,123,71.4133,-157.4983,Beaufort,0.277777778,0.307692308,0.4,54
906,17,75.48067,114.0445,Laptev,0.317073171,0.307692308,0.333333333,164
667,102,69.7,18.08,Barents,0.329317269,0.307692308,0.315789474,249
971,30,66.71026667,-168.4007833,Chukchi,0.484375,0.307692308,0.363636364,64
281,72,63.59,-91.25,Baffin,0.313207547,0.310344828,0.333333333,265
289,62,63.49,-90.83,Baffin,0.449640288,0.310344828,0.352941176,278
1481,46,70.96101667,-161.0822667,Chukchi,0.115384615,0.3125,0.357142857,130
312,17.5,70.955,-150.635,Beaufort,0.25,0.3125,0.416666667,116
370,16,70.017,-142.522,Beaufort,0.319148936,0.3125,0.3125,235
290,68,63.48,-90.87,Baffin,0.383989145,0.3125,0.333333333,737
665,35,69.67,18.12,Barents,0.424,0.3125,0.333333333,250
278,54,63.43,-90.73,Baffin,0.468694097,0.3125,0.315789474,1118
39,64,75.19,22.23,Barents,0.545454545,0.3125,0.3,286
1362,35,68.3,-166.9356833,Chukchi,0.157303371,0.315789474,0.333333333,178
1329,30,79.95,50.02,Barents,0.362989324,0.315789474,0.375,281
671,89,69.62,17.98,Barents,0.424107143,0.315789474,0.4,448
574,18,76.94,15.82,Barents,0.731958763,0.315789474,0.333333333,97
69,55,65.99,-168.46,Chukchi,0.317585302,0.318181818,0.333333333,381
21,30,76.46,-70.21,Baffin,0.36163522,0.318181818,0.375,318
19,55,63.17,-67.75,Baffin,0.653846154,0.318181818,0.4,182
288,55,63.4,-90.8,Baffin,0.396296296,0.321428571,0.315789474,270
1272,1118,76.18634,-179.27846,Chukchi,0.014492754,0.333333333,0.333333333,138
1332,1,50.74,-2.38,Greenland,0.016666667,0.333333333,0.333333333,60
1505,43,70.717,-162.857,Chukchi,0.016806723,0.333333333,0.333333333,119
838,12,71.379,-156.039,Beaufort,0.025210084,0.333333333,0.333333333,119
1334,0,52.41,-4.08,Greenland,0.033333333,0.333333333,0.333333333,60
1486,47,64.68,-169.1002,Chukchi,0.053333333,0.333333333,0.333333333,75
1560,37.2,69.8165,-139.61,Beaufort,0.085889571,0.333333333,0.4,163
1162,43,70.903,-161.7649,Chukchi,0.156862745,0.333333333,0.333333333,51
94,44,69.6,-137.33,Beaufort,0.171428571,0.333333333,0.285714286,70
98,38,69.97,-137,Beaufort,0.172727273,0.333333333,0.333333333,110
221,6.5,70.303,-147.497,Beaufort,0.181818182,0.333333333,0.357142857,132
1554,70.7,71.33566,-152.0955,Beaufort,0.19650655,0.333333333,0.4,229
13,25,66.53,-83.88,Baffin,0.197142857,0.333333333,0.470588235,350
937,49,66.78417,-170.01694,Chukchi,0.22826087,0.333333333,0.333333333,92
95,24,69.45,-137.17,Beaufort,0.288135593,0.333333333,0.285714286,59
381,250,63.8,-77.83,Baffin,0.295384615,0.333333333,0.428571429,325
285,38,63.68,-91.46,Baffin,0.330578512,0.333333333,0.333333333,121
663,153,69.7,18.1,Barents,0.367647059,0.333333333,0.333333333,136
280,91,63.42,-91.15,Baffin,0.438356164,0.333333333,0.315789474,146
241,8,63.35,-163.12,Chukchi,0.676470588,0.333333333,0.333333333,68
565,23,78.9,11.8,Greenland,0.860335196,0.333333333,0.454545455,179
295,52,63.378,-90.6,Baffin,0.379454927,0.344827586,0.315789474,477
6,26,66.13,-84.63,Baffin,0.392330383,0.346153846,0.315789474,339
32,73,60.13,-67.78,Baffin,0.349775785,0.347826087,0.4,223
279,55,63.57,-91.03,Baffin,0.52,0.347826087,0.357142857,100
4,26,66.5,-83.83,Baffin,0.375609756,0.35,0.352941176,205
210,51,70.513,-143.45,Beaufort,0.221052632,0.352941176,0.5,95
1381,35,68.302,-166.9391667,Chukchi,0.164285714,0.357142857,0.384615385,280
1411,49,68.1858,-167.3085,Chukchi,0.25210084,0.357142857,0.357142857,119
197,22,69.97,-135.79,Beaufort,0.042145594,0.363636364,0.375,261
316,4.5,70.13,-146.66,Beaufort,0.211111111,0.363636364,0.363636364,270
886,70,69.85472,52.99056,Barents,0.28358209,0.363636364,0.333333333,67
30,34,76.56,-68.9,Baffin,0.367256637,0.363636364,0.352941176,226
1364,48,68.18521667,-167.3072333,Chukchi,0.389830508,0.363636364,0.4,59
294,58,63.51,-90.97,Baffin,0.538369305,0.366666667,0.368421053,834
7,26,66.13,-84.63,Baffin,0.413333333,0.368421053,0.375,300
378,10,63.53,-165.73,Chukchi,0.047263682,0.375,0.333333333,804
319,7,70.28,-147.36,Beaufort,0.058461538,0.375,0.428571429,325
775,54,69.8333,-176.7497,Chukchi,0.321428571,0.375,0.375,56
24,66,60,-68,Baffin,0.416666667,0.375,0.428571429,60
20,34,63,-67.45,Baffin,0.426282051,0.375,0.416666667,312
431,36.6,70.7767,-160.09,Chukchi,0.743169399,0.375,0.454545455,366
291,54,63.47,-90.88,Baffin,0.585443038,0.379310345,0.411764706,316
324,8,70.47,-148.4,Beaufort,0.103082852,0.380952381,0.368421053,1038
669,73,69.63,17.92,Barents,0.26848249,0.384615385,0.4,257
662,52,69.67,18.05,Barents,0.410958904,0.384615385,0.4,438
488,36,74.36,59.48,Kara,0.462222222,0.388888889,0.363636364,225
12,26,66.13,-84.59,Baffin,0.542274052,0.388888889,0.5,343
2,25,66.09,-84.99,Baffin,0.55,0.388888889,0.384615385,120
225,1.8,70.59,-151.96,Beaufort,0.017857143,0.4,0.4,168
811,37,74,80.01,Kara,0.041237113,0.4,0.4,291
575,45,76.94,15.28,Barents,0.323529412,0.4,0.5,204
1338,1,52.78,-56.12,Baffin,0.395112016,0.4,0.375,491
220,5.8,70.316,-147.557,Beaufort,0.120481928,0.416666667,0.3,166
884,45,76.94,15.82,Barents,0.223880597,0.416666667,0.416666667,134
92,240,70.18,-137.99,Beaufort,0.375,0.416666667,0.454545455,56
1545,49,68.128,-167.493,Chukchi,0.408,0.416666667,0.454545455,125
16,30,64.13,-83.07,Baffin,0.750769231,0.416666667,0.444444444,325
108,33,69.83,-136.87,Beaufort,0.086206897,0.428571429,0.333333333,58
31,25,69.37,-81.8,Baffin,0.379032258,0.428571429,0.454545455,124
1012,34,76.99,15.55,Barents,0.046948357,0.444444444,0.5,852
41,145,68.24,11.16,Greenland,0.943661972,0.444444444,0.571428571,213
673,6,69.98,18.67,Barents,0.296089385,0.461538462,0.444444444,716
10,25,66.4,-83.62,Baffin,0.31372549,0.466666667,0.461538462,51
804,30,66.708,-168.4,Chukchi,0.26,0.5,0.5,100
340,15,60.97,-46.25,Baffin,0.928571429,0.5,0.428571429,168
786,1,70.08,30.13,Barents,0.402116402,0.538461538,0.454545455,189
883,15,76.94,15.29,Barents,0.057670127,0.555555556,0.555555556,867
342,8,60.97,-46.53,Baffin,0.961805556,0.571428571,0.5,288
339,6,60.97,-46.53,Baffin,0.669421488,0.6,0.5,121
338,11,60.83,-46.8,Baffin,0.971698113,0.714285714,0.6,106
341,1,60.93,-46.06,Baffin,0.976989453,0.8,0.666666667,1043
